iso3c,year,country_name,v2exl_legitideol,v2exl_legitideolcr_0,v2exl_legitideolcr_1,v2exl_legitideolcr_2,v2exl_legitideolcr_3,v2exl_legitideolcr_4,top_ideology,nationalism,country,iso2c,wdi_prop_less_2_usd_day,wdi_gdppc_nominal,wdi_gdppc_ppp,wdi_urban_population_pct,wdi_urban_pop_1m_cities_pct,wdi_gini_index,wdi_life_expectancy_at_birth,wdi_pop_over_65,wdi_pop_under_15,wdi_population,corruption,regime_use_of_ideology_measure,ideology_is_nationalist_percent_of_experts,ideology_is_socialist_or_communist_percent_of_experts,ideology_is_restorative_or_conservative_percent_of_experts,ideology_is_separatist_or_autonomist_percent_of_experts,ideology_is_religious_percent_of_experts
AFG,1911,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1912,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1913,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1914,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1915,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1916,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1917,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1918,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1919,Afghanistan,-1.568,0.6,0.2,0.2,0.2,0.2,nationalist,1.2560489610019927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.568,0.6,0.2,0.2,0.2,0.2
AFG,1920,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1921,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1922,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1923,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1924,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1925,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1926,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1927,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1928,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1929,Afghanistan,-1.339,0.8,0.2,0,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0,0.2,0.2
AFG,1930,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1931,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1932,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1933,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1934,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1935,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1936,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1937,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1938,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1939,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1940,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1941,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1942,Afghanistan,-1.339,0.8,0.2,0.2,0.2,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.2,0.2,0.2
AFG,1943,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1944,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1945,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1946,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1947,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1948,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1949,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1950,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1951,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1952,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1953,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1954,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1955,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1956,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1957,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1958,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1959,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1960,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,62.3693745050559,NA,8.401,3.30940127801026,NA,32.535,2.83302943728627,41.6271864684651,8622466,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1961,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,62.4437034626929,NA,8.684,3.4169990466591,NA,33.068,2.81767412123129,41.6953029189524,8790140,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1962,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,60.9503638210144,NA,8.976,3.52520172990508,NA,33.547,2.79905450373125,41.7691668785528,8969047,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1963,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,82.0217375781519,NA,9.276,3.63451020560821,NA,34.016,2.77896791191492,41.8853766782279,9157465,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1964,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,85.5110734102311,NA,9.586,3.7451924073867,NA,34.494,2.75892911923386,42.0593887198501,9355514,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1965,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,105.243195716467,NA,9.904,3.8557588294252,NA,34.953,2.73924697654934,42.3141327571861,9565147,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1966,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,143.103233209791,NA,10.233,3.96837541130681,NA,35.453,2.72152713232255,42.6201405335114,9783147,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1967,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,167.165674606148,NA,10.57,4.07678098866837,NA,35.924,2.70620567570727,42.9187974461615,10010030,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1968,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,134.012768293881,NA,10.918,4.18005655859123,NA,36.418,2.69199781279447,43.2083750435887,10247780,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1969,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,134.250359614672,NA,11.275,4.28401039821948,NA,36.91,2.67791015465783,43.4894284281289,10494489,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1970,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,162.642175409527,NA,11.643,4.38847087005071,NA,37.418,2.663022030701,43.7592715650739,10752971,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1971,Afghanistan,-1.339,0.8,0.2,0.4,0,0.2,nationalist,1.4190150868203815,Afghanistan,AF,NA,166.224831269243,NA,12.021,4.49627296360147,NA,37.923,2.64957597034893,44.0151410825322,11015857,NA,-1.339,0.8,0.2,0.4,0,0.2
AFG,1972,Afghanistan,-0.919,0.6,0.4,0.4,0,0.2,nationalist,1.7179049245658982,Afghanistan,AF,NA,141.36532229912,NA,12.41,4.68255130594246,NA,38.444,2.63657327473071,44.2605080602237,11286753,NA,-0.919,0.6,0.4,0.4,0,0.2
AFG,1973,Afghanistan,-0.919,0.6,0.4,0.4,0,0.2,nationalist,1.7179049245658982,Afghanistan,AF,NA,149.74406846683,NA,12.809,4.9515844290928,NA,39.003,2.62251416366628,44.4977192608626,11575305,NA,-0.919,0.6,0.4,0.4,0,0.2
AFG,1974,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,181.59877600924,NA,13.219,5.2372564202213,NA,39.55,2.6100267159432202,44.7285117535112,11869879,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1975,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,194.66903621844,NA,13.641,5.54604419074956,NA,40.1,2.59985164574029,44.9499012369929,12157386,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1976,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,205.674096714917,NA,14.074,5.88627190063602,NA,40.645,2.5926484077707,45.1597601419849,12425267,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1977,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,232.778698777445,NA,14.517,6.2517473180466,NA,41.228,2.58448969625259,45.3646939816162,12687301,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1978,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,255.045622164367,NA,14.973,6.64887684867494,NA,40.271,2.57072830011139,45.5686425294341,12938862,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1979,Afghanistan,-0.653,0.6,0.6,0.2,0,0.2,nationalist,1.9072018218047253,Afghanistan,AF,NA,284.755531712597,NA,15.442,7.17974362194698,NA,39.086,2.55017780566685,45.7722670594067,12986369,NA,-0.653,0.6,0.6,0.2,0,0.2
AFG,1980,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,291.649791044155,NA,15.995,7.83096737622822,NA,39.618,2.52454795354536,45.9728550490178,12486631,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1981,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,311.853617000053,NA,16.562,9.19158293512574,NA,40.164,2.49797067644268,46.1650423860811,11155195,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1982,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,17.147,10.6582295570636,NA,37.766,2.46483335602466,46.3499581717949,10088289,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1983,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,17.747,11.3305610067438,NA,38.187,2.4281891009038,46.507146848665,9951449,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1984,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,18.365,11.5436962827638,NA,33.329,2.38211604777245,46.6609847929259,10243686,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1985,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,18.997,11.7954236312193,NA,33.55,2.3269724672373,46.8224818131924,10512221,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1986,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,19.647,12.4449080542343,NA,39.396,2.2876186845665,46.970919060034,10448442,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1987,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,20.314,13.1604848239201,NA,39.844,2.26533451622134,47.0996849872873,10322758,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1988,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,20.998,13.670240940881,NA,43.958,2.2521684608102,47.2213523826043,10383460,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1989,Afghanistan,-0.541,0.4,0.8,0,0,0.2,socialist/communist,1.9869057785368633,Afghanistan,AF,NA,NA,NA,21.088,13.8938691867307,NA,45.158,2.24954286067909,47.3372457297943,10673168,NA,-0.541,0.4,0.8,0,0,0.2
AFG,1990,Afghanistan,-0.68,0.6,0.6,0,0,0.4,nationalist,1.8879874750925136,Afghanistan,AF,NA,NA,NA,21.177,14.4866718355357,NA,45.967,2.24657394119533,47.474496007217,10694796,NA,-0.68,0.6,0.6,0,0,0.4
AFG,1991,Afghanistan,-0.68,0.6,0.6,0,0,0.4,nationalist,1.8879874750925136,Afghanistan,AF,NA,NA,NA,21.266,15.0644191942294,NA,46.663,2.24616332161241,47.6428472447194,10745167,NA,-0.68,0.6,0.6,0,0,0.4
AFG,1992,Afghanistan,-0.94,0.6,0.6,0,0,0.4,nationalist,1.7029604326786225,Afghanistan,AF,NA,NA,NA,21.355,14.0268911301435,NA,47.596,2.25392088017408,47.8215139159388,12057433,NA,-0.94,0.6,0.6,0,0,0.4
AFG,1993,Afghanistan,-0.94,0.6,0.4,0,0,0.6,nationalist,1.7029604326786225,Afghanistan,AF,NA,NA,NA,21.444,12.6173970419373,NA,51.466,2.26506666780922,48.001529589196,14003760,NA,-0.94,0.6,0.4,0,0,0.6
AFG,1994,Afghanistan,-0.94,0.6,0.4,0,0,0.6,nationalist,1.7029604326786225,Afghanistan,AF,NA,NA,NA,21.534,11.9441262381066,NA,51.495,2.27406917040731,48.2181114886561,15455555,NA,-0.94,0.6,0.4,0,0,0.6
AFG,1995,Afghanistan,-0.808,0.6,0.2,0,0,0.8,religious,1.7968972388272135,Afghanistan,AF,NA,NA,NA,21.624,11.7467832216897,NA,52.544,2.27980392367046,48.466018942059,16418912,NA,-0.808,0.6,0.2,0,0,0.8
AFG,1996,Afghanistan,-0.222,0.4,0.2,0,0,0.8,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,21.714,11.7801409339497,NA,53.243,2.28429438224573,48.7306518705022,17106595,NA,-0.222,0.4,0.2,0,0,0.8
AFG,1997,Afghanistan,-0.222,0.4,0.2,0,0,0.8,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,21.805,11.8349172027665,NA,53.634,2.28646994496937,49.0016341163514,17788819,NA,-0.222,0.4,0.2,0,0,0.8
AFG,1998,Afghanistan,-0.222,0.4,0.2,0,0,0.8,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,21.895,11.8939560913749,NA,52.943,2.28587834662079,49.2689718539834,18493132,NA,-0.222,0.4,0.2,0,0,0.8
AFG,1999,Afghanistan,-0.222,0.4,0.2,0,0,0.8,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,21.986,11.9300070233647,NA,54.846,2.28535007609856,49.5154857037621,19262847,NA,-0.222,0.4,0.2,0,0,0.8
AFG,2000,Afghanistan,-0.222,0.4,0.4,0,0,0.6,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,22.078,12.2862979661957,NA,55.298,2.28480734708738,49.7182582034242,19542982,NA,-0.222,0.4,0.4,0,0,0.6
AFG,2001,Afghanistan,-0.222,0.4,0.4,0,0,0.6,religious,2.2139197267292916,Afghanistan,AF,NA,NA,NA,22.169,12.7407379039844,NA,55.798,2.28484634471185,49.8659492984086,19688632,NA,-0.222,0.4,0.4,0,0,0.6
AFG,2002,Afghanistan,-0.899,0.8,0.2,0,0.4,0.2,nationalist,1.7321377739823516,Afghanistan,AF,NA,183.532775237202,943.116264973781,22.261,12.4798669120986,NA,56.454,2.28883394829011,49.9436209267254,21000256,NA,-0.899,0.8,0.2,0,0.4,0.2
AFG,2003,Afghanistan,-0.899,0.8,0.2,0,0.4,0.2,nationalist,1.7321377739823516,Afghanistan,AF,NA,200.462566743838,970.645114676507,22.353,12.0916108673256,NA,57.344,2.29391264258585,49.9614310008377,22645130,NA,-0.899,0.8,0.2,0,0.4,0.2
AFG,2004,Afghanistan,-0.899,0.8,0.2,0,0.4,0.2,nationalist,1.7321377739823516,Afghanistan,AF,NA,221.657604182947,971.811023482828,22.5,12.0324149848997,NA,57.944,2.29664737806727,49.9220361703005,23553551,NA,-0.899,0.8,0.2,0,0.4,0.2
AFG,2005,Afghanistan,-0.899,0.75,0.125,0.125,0.25,0.125,nationalist,1.7321377739823516,Afghanistan,AF,NA,255.05511997846,1075.67137317936,22.703,11.9010088446729,NA,58.361,2.29941264028069,49.6154806542516,24411191,NA,-0.899,0.75,0.125,0.125,0.25,0.125
AFG,2006,Afghanistan,-0.899,0.75,0.125,0.125,0.25,0.125,nationalist,1.7321377739823516,Afghanistan,AF,NA,274.000486471348,1120.89312847686,22.907,11.705331741484,NA,58.684,2.30238096660512,49.2306747206613,25442944,NA,-0.899,0.75,0.125,0.125,0.25,0.125
