date,partyname,countryname,oecdmember,eumember,edate,party,partyabbrev,parfam,coderid,manual,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,dep_immigration,dep_nation,dep_law,dep_cultural,year,party_lab,scale_dep_immigration,scale_dep_nation,scale_dep_law,scale_dep_cultural,nat_scale,nat_scale_v2,nat_scale_v3
1968-09-01,People’s Party,Sweden,10,0,1968-09-15,11420,FP,40,117,0,14.256,0,NA,32,233,1,10,NA,97,0,0,0,0,1968,People’s Party | Sweden | 1968,0,0,0,0,0,0,0
1968-09-01,Right Party,Sweden,10,0,1968-09-15,11620,NA,60,117,0,12.859,0,NA,29,233,1,10,NA,244,0,0,0,0,1968,Right Party | Sweden | 1968,0,0,0,0,0,0,0
1968-09-01,Centre Party,Sweden,10,0,1968-09-15,11810,CP,80,117,0,15.679,0,NA,37,233,1,10,NA,645,0,0,0,0,1968,Centre Party | Sweden | 1968,0,0,0,0,0,0,0
1970-09-01,Left Communists Party,Sweden,10,0,1970-09-20,11220,VPK,20,117,0,4.756,0,NA,17,350,1,10,NA,78,0,0,0,0,1970,Left Communists Party | Sweden | 1970,0,0,0,0,0,0,0
1970-09-01,Social Democratic Labour Party,Sweden,10,0,1970-09-20,11320,SAP,30,117,0,45.343,0,NA,163,350,1,10,NA,197,0,0,0,0,1970,Social Democratic Labour Party | Sweden | 1970,0,0,0,0,0,0,0
1970-09-01,People’s Party,Sweden,10,0,1970-09-20,11420,FP,40,117,0,16.211,0,NA,58,350,1,10,NA,123,0,0,0,0,1970,People’s Party | Sweden | 1970,0,0,0,0,0,0,0
1970-09-01,Moderate Coalition Party,Sweden,10,0,1970-09-20,11620,MSP,60,117,0,11.531,0,NA,41,350,1,10,NA,47,0,0,0,0,1970,Moderate Coalition Party | Sweden | 1970,0,0,0,0,0,0,0
1970-09-01,Centre Party,Sweden,10,0,1970-09-20,11810,CP,80,117,0,19.919,0,NA,71,350,1,10,NA,96,0,0,0,0,1970,Centre Party | Sweden | 1970,0,0,0,0,0,0,0
1973-09-01,Left Communists Party,Sweden,10,0,1973-09-16,11220,VPK,20,117,0,5.328,0,NA,19,350,1,10,NA,123,0,0,0,0,1973,Left Communists Party | Sweden | 1973,0,0,0,0,0,0,0
1973-09-01,Social Democratic Labour Party,Sweden,10,0,1973-09-16,11320,SAP,30,117,0,43.559,0,NA,156,350,1,10,NA,41,0,0,0,0,1973,Social Democratic Labour Party | Sweden | 1973,0,0,0,0,0,0,0
1973-09-01,People’s Party,Sweden,10,0,1973-09-16,11420,FP,40,117,0,9.419,0,NA,34,350,1,10,NA,149,0,0,0,0,1973,People’s Party | Sweden | 1973,0,0,0,0,0,0,0
1973-09-01,Moderate Coalition Party,Sweden,10,0,1973-09-16,11620,MSP,60,117,0,14.294,0,NA,51,350,1,10,NA,76,0,0,0,0,1973,Moderate Coalition Party | Sweden | 1973,0,0,0,0,0,0,0
1973-09-01,Centre Party,Sweden,10,0,1973-09-16,11810,CP,80,117,0,25.101,0,NA,90,350,1,10,NA,167,0,0,0,0,1973,Centre Party | Sweden | 1973,0,0,0,0,0,0,0
1976-09-01,Left Communists Party,Sweden,10,0,1976-09-19,11220,VPK,20,117,0,4.753,0,NA,17,349,1,10,NA,185,0,0,0,0,1976,Left Communists Party | Sweden | 1976,0,0,0,0,0,0,0
1976-09-01,Social Democratic Labour Party,Sweden,10,0,1976-09-19,11320,SAP,30,117,0,42.749,0,NA,152,349,1,10,NA,70,0,0,0,0,1976,Social Democratic Labour Party | Sweden | 1976,0,0,0,0,0,0,0
1976-09-01,People’s Party,Sweden,10,0,1976-09-19,11420,FP,40,117,0,11.063,0,NA,39,349,1,10,NA,143,0,0,0,0,1976,People’s Party | Sweden | 1976,0,0,0,0,0,0,0
1976-09-01,Moderate Coalition Party,Sweden,10,0,1976-09-19,11620,MSP,60,117,0,15.589,0,NA,55,349,1,10,NA,103,0,0,0,0,1976,Moderate Coalition Party | Sweden | 1976,0,0,0,0,0,0,0
1976-09-01,Centre Party,Sweden,10,0,1976-09-19,11810,CP,80,117,0,24.085,0,NA,86,349,1,10,NA,296,0,0,0,0,1976,Centre Party | Sweden | 1976,0,0,0,0,0,0,0
1979-09-01,Left Communists Party,Sweden,10,0,1979-09-16,11220,VPK,20,117,0,5.605,0,NA,20,349,1,10,NA,243,0,0,0,0,1979,Left Communists Party | Sweden | 1979,0,0,0,0,0,0,0
1979-09-01,Social Democratic Labour Party,Sweden,10,0,1979-09-16,11320,SAP,30,117,0,43.244,0,NA,154,349,1,10,NA,151,0,0,0,0,1979,Social Democratic Labour Party | Sweden | 1979,0,0,0,0,0,0,0
1979-09-01,People’s Party,Sweden,10,0,1979-09-16,11420,FP,40,117,0,10.591,0,NA,38,349,1,10,NA,462,0,0,0,0,1979,People’s Party | Sweden | 1979,0,0,0,0,0,0,0
1979-09-01,Moderate Coalition Party,Sweden,10,0,1979-09-16,11620,MSP,60,117,0,20.343,0,NA,73,349,1,10,NA,127,0,0,0,0,1979,Moderate Coalition Party | Sweden | 1979,0,0,0,0,0,0,0
1979-09-01,Centre Party,Sweden,10,0,1979-09-16,11810,CP,80,117,0,18.07,0,NA,64,349,1,10,NA,280,0,0,0,0,1979,Centre Party | Sweden | 1979,0,0,0,0,0,0,0
1982-09-01,Left Communists Party,Sweden,10,0,1982-09-19,11220,VPK,20,117,0,5.561,0,NA,20,349,1,10,NA,207,0,0,0,0,1982,Left Communists Party | Sweden | 1982,0,0,0,0,0,0,0
1982-09-01,Social Democratic Labour Party,Sweden,10,0,1982-09-19,11320,SAP,30,117,0,45.606,0,NA,166,349,1,10,NA,124,0,0,0,0,1982,Social Democratic Labour Party | Sweden | 1982,0,0,0,0,0,0,0
1982-09-01,People’s Party,Sweden,10,0,1982-09-19,11420,FP,40,117,0,5.901,0,NA,21,349,1,10,NA,123,0,0,0,0,1982,People’s Party | Sweden | 1982,0,0,0,0,0,0,0
1982-09-01,Moderate Coalition Party,Sweden,10,0,1982-09-19,11620,MSP,60,117,0,23.644,0,NA,86,349,1,10,NA,140,0,0,0,0,1982,Moderate Coalition Party | Sweden | 1982,0,0,0,0,0,0,0
1982-09-01,Centre Party,Sweden,10,0,1982-09-19,11810,CP,80,117,0,15.476,0,NA,56,349,1,10,NA,339,0,0,0,0,1982,Centre Party | Sweden | 1982,0,0,0,0,0,0,0
1985-09-01,Left Communists Party,Sweden,10,0,1985-09-15,11220,VPK,20,228,1,5.36,0,NA,19,349,1,10,NA,236,0,0,0,0,1985,Left Communists Party | Sweden | 1985,0,0,0,0,0,0,0
1985-09-01,Social Democratic Labour Party,Sweden,10,0,1985-09-15,11320,SAP,30,228,1,44.684,0,NA,159,349,1,10,NA,81,0,0,0,0,1985,Social Democratic Labour Party | Sweden | 1985,0,0,0,0,0,0,0
1985-09-01,People’s Party,Sweden,10,0,1985-09-15,11420,FP,40,228,1,14.231,0,NA,51,349,1,10,NA,201,0,0,0,0,1985,People’s Party | Sweden | 1985,0,0,0,0,0,0,0
1985-09-01,Christian Democratic Coalition,Sweden,10,0,1985-09-15,11520,KDS,50,998,998,0.28,1,NA,1,349,3,10,NA,44,0,0,0,0,1985,Christian Democratic Coalition | Sweden | 1985,0,0,0,0,0,0,0
1985-09-01,Moderate Coalition Party,Sweden,10,0,1985-09-15,11620,MSP,60,228,1,21.328,0,NA,76,349,1,10,NA,104,0,0,0,0,1985,Moderate Coalition Party | Sweden | 1985,0,0,0,0,0,0,0
1985-09-01,Centre Party,Sweden,10,0,1985-09-15,11810,CP,80,228,1,12.13,1,NA,43,349,1,10,NA,168,0,0,0,0,1985,Centre Party | Sweden | 1985,0,0,0,0,0,0,0
1988-09-01,Green Ecology Party,Sweden,10,0,1988-09-18,11110,MP,10,228,1,5.526,0,NA,20,349,1,10,NA,71,0,0,0,0,1988,Green Ecology Party | Sweden | 1988,0,0,0,0,0,0,0
1988-09-01,Left Communists Party,Sweden,10,0,1988-09-18,11220,VPK,20,228,1,5.844,0,NA,21,349,1,10,NA,229,0,0,0,0,1988,Left Communists Party | Sweden | 1988,0,0,0,0,0,0,0
1988-09-01,Social Democratic Labour Party,Sweden,10,0,1988-09-18,11320,SAP,30,228,1,43.207,0,NA,156,349,1,10,NA,63,0,0,0,0,1988,Social Democratic Labour Party | Sweden | 1988,0,0,0,0,0,0,0
1988-09-01,People’s Party,Sweden,10,0,1988-09-18,11420,FP,40,228,1,12.202,0,NA,44,349,1,10,NA,299,0,0,0,0,1988,People’s Party | Sweden | 1988,0,0,0,0,0,0,0
1988-09-01,Moderate Coalition Party,Sweden,10,0,1988-09-18,11620,MSP,60,228,1,18.297,0,NA,66,349,1,10,NA,183,0,0,0,0,1988,Moderate Coalition Party | Sweden | 1988,0,0,0,0,0,0,0
1988-09-01,Centre Party,Sweden,10,0,1988-09-18,11810,CP,80,228,1,11.3,0,NA,42,349,1,10,NA,96,0,0,0,0,1988,Centre Party | Sweden | 1988,0,0,0,0,0,0,0
1991-09-01,Green Ecology Party,Sweden,10,0,1991-09-15,11110,MP,10,228,1,3.383,0,NA,0,349,1,10,NA,87,0,0,0,0,1991,Green Ecology Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Left Party,Sweden,10,0,1991-09-15,11220,V,20,228,1,4.513,0,NA,16,349,1,10,NA,138,0,0,0,0,1991,Left Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Social Democratic Labour Party,Sweden,10,0,1991-09-15,11320,SAP,30,228,1,37.705,0,NA,138,349,1,10,NA,130,0,0,0,0,1991,Social Democratic Labour Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Liberal People’s Party,Sweden,10,0,1991-09-15,11420,FP,40,228,1,9.128,0,NA,33,349,1,10,NA,280,0,0,0,0,1991,Liberal People’s Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Christian Democratic Community Party,Sweden,10,0,1991-09-15,11520,KdS,50,228,1,7.135,0,NA,26,349,1,10,NA,44,0,0,0,0,1991,Christian Democratic Community Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Moderate Coalition Party,Sweden,10,0,1991-09-15,11620,MSP,60,228,1,21.924,0,NA,80,349,1,10,NA,192,0,0,0,0,1991,Moderate Coalition Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,Centre Party,Sweden,10,0,1991-09-15,11810,CP,80,228,1,8.503,0,NA,31,349,1,10,NA,129,0,0,0,0,1991,Centre Party | Sweden | 1991,0,0,0,0,0,0,0
1991-09-01,New Democracy,Sweden,10,0,1991-09-15,11951,NyD,95,228,1,6.732,0,NA,25,349,1,10,NA,278,0,0,0,0,1991,New Democracy | Sweden | 1991,0,0,0,0,0,0,0
1994-09-01,Green Ecology Party,Sweden,10,0,1994-09-18,11110,MP,10,228,1,5.023,0,NA,18,349,1,10,NA,80,0,0,0,0,1994,Green Ecology Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Left Party,Sweden,10,0,1994-09-18,11220,V,20,228,1,6.174,0,NA,22,349,1,10,NA,176,0,0,0,0,1994,Left Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Social Democratic Labour Party,Sweden,10,0,1994-09-18,11320,SAP,30,228,1,45.25,0,NA,161,349,1,10,NA,206,0,0,0,0,1994,Social Democratic Labour Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Liberal People’s Party,Sweden,10,0,1994-09-18,11420,FP,40,228,1,7.192,0,NA,26,349,1,10,NA,192,0,0,0,0,1994,Liberal People’s Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Christian Democratic Community Party,Sweden,10,0,1994-09-18,11520,KdS,50,228,1,4.068000000000001,0,NA,15,349,1,10,NA,86,0,0,0,0,1994,Christian Democratic Community Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Moderate Coalition Party,Sweden,10,0,1994-09-18,11620,MSP,60,228,1,22.38,0,NA,80,349,1,10,NA,199,0,0,0,0,1994,Moderate Coalition Party | Sweden | 1994,0,0,0,0,0,0,0
1994-09-01,Centre Party,Sweden,10,0,1994-09-18,11810,CP,80,228,1,7.653,0,NA,27,349,1,10,NA,165,0,0,0,0,1994,Centre Party | Sweden | 1994,0,0,0,0,0,0,0
1998-09-01,Green Ecology Party,Sweden,10,10,1998-09-21,11110,MP,10,228,1,4.5,0,NA,16,349,1,10,NA,72,0,0,0,0,1998,Green Ecology Party | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Left Party,Sweden,10,10,1998-09-21,11220,V,20,228,1,11.99,0,NA,43,349,1,10,NA,331,0,0,0,0,1998,Left Party | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Social Democratic Labour Party,Sweden,10,10,1998-09-21,11320,SAP,30,228,1,36.39,0,NA,131,349,1,10,NA,256,0,0,0,0,1998,Social Democratic Labour Party | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Liberal People’s Party,Sweden,10,10,1998-09-21,11420,FP,40,228,1,4.72,0,NA,17,349,1,10,NA,84,0,0,0,0,1998,Liberal People’s Party | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Christian Democrats,Sweden,10,10,1998-09-21,11520,Kd,50,228,1,11.77,0,NA,42,349,1,10,NA,167,0,0,0,0,1998,Christian Democrats | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Moderate Coalition Party,Sweden,10,10,1998-09-21,11620,MSP,60,228,1,22.9,0,NA,82,349,1,10,NA,334,0,0,0,0,1998,Moderate Coalition Party | Sweden | 1998,0,0,0,0,0,0,0
1998-09-01,Centre Party,Sweden,10,10,1998-09-21,11810,CP,80,228,1,5.13,0,NA,18,349,1,10,NA,242,0,0,0,0,1998,Centre Party | Sweden | 1998,0,0,0,0,0,0,0
2002-09-01,Green Ecology Party,Sweden,10,10,2002-09-15,11110,MP,10,228,1,4.646,0,NA,17,349,1,20,NA,161,0,0,0,0,2002,Green Ecology Party | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Left Party,Sweden,10,10,2002-09-15,11220,V,20,228,1,8.388,0,NA,30,349,1,20,NA,407,0,0,0,0,2002,Left Party | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Social Democratic Labour Party,Sweden,10,10,2002-09-15,11320,SAP,30,228,1,39.854,0,NA,144,349,1,20,NA,273,0,0,0,0,2002,Social Democratic Labour Party | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Liberal People’s Party,Sweden,10,10,2002-09-15,11420,FP,40,228,1,13.394,0,NA,48,349,1,20,NA,429,0,0,0,0,2002,Liberal People’s Party | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Christian Democrats,Sweden,10,10,2002-09-15,11520,Kd,50,228,1,9.15,0,NA,33,349,1,20,NA,332,0,0,0,0,2002,Christian Democrats | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Moderate Coalition Party,Sweden,10,10,2002-09-15,11620,MSP,60,228,1,15.256,0,NA,55,349,1,20,NA,423,0,0,0,0,2002,Moderate Coalition Party | Sweden | 2002,0,0,0,0,0,0,0
2002-09-01,Centre Party,Sweden,10,10,2002-09-15,11810,CP,80,228,1,6.193000000000001,0,NA,22,349,1,20,NA,263,0,0,0,0,2002,Centre Party | Sweden | 2002,0,0,0,0,0,0,0
2006-09-01,Green Ecology Party,Sweden,10,10,2006-09-17,11110,MP,10,277,3,5.244,0,NA,19,349,1,40,2022-1,198,0,0,0,0,2006,Green Ecology Party | Sweden | 2006,0,0,0,0,0,0,0
2006-09-01,Left Party,Sweden,10,10,2006-09-17,11220,V,20,277,3,5.850000000000001,0,NA,22,349,1,40,2022-1,389,0,0,0,0,2006,Left Party | Sweden | 2006,0,0,0,0,0,0,0
2006-09-01,Social Democratic Labour Party,Sweden,10,10,2006-09-17,11320,SAP,30,277,3,34.994,0,NA,130,349,1,40,2022-1,393,0,0,0,0.254,2006,Social Democratic Labour Party | Sweden | 2006,0,0,0,0.01016,0.01016,0.01016,1
2006-09-01,Liberal People’s Party,Sweden,10,10,2006-09-17,11420,FP,40,277,3,7.537,0,NA,28,349,1,40,2022-1,605,0,0,0,0,2006,Liberal People’s Party | Sweden | 2006,0,0,0,0,0,0,0
2006-09-01,Christian Democrats,Sweden,10,10,2006-09-17,11520,Kd,50,277,3,6.593,0,NA,24,349,1,40,2022-1,124,0,0,0,0,2006,Christian Democrats | Sweden | 2006,0,0,0,0,0,0,0
2006-09-01,Moderate Coalition Party,Sweden,10,10,2006-09-17,11620,MSP,60,277,3,26.23,0,NA,97,349,2,40,2022-1,858,0,0,0,0.233,2006,Moderate Coalition Party | Sweden | 2006,0,0,0,0.00932,0.00932,0.00932,1
2006-09-01,Centre Party,Sweden,10,10,2006-09-17,11810,CP,80,277,3,7.879,0,NA,29,349,1,40,2022-1,314,0,0,0,0,2006,Centre Party | Sweden | 2006,0,0,0,0,0,0,0
2010-09-01,Green Ecology Party,Sweden,10,10,2010-09-19,11110,MP,10,277,3,7.34,0,NA,25,349,1,51,2022-1,262,0,0,0,0,2010,Green Ecology Party | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Left Party,Sweden,10,10,2010-09-19,11220,V,20,277,3,5.600000000000001,0,NA,19,349,1,51,2022-1,254,0,0,0,0,2010,Left Party | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Social Democratic Labour Party,Sweden,10,10,2010-09-19,11320,SAP,30,277,3,30.66,0,NA,112,349,1,51,2022-1,282,0,0,0,0,2010,Social Democratic Labour Party | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Liberal People’s Party,Sweden,10,10,2010-09-19,11420,FP,40,277,3,7.06,0,NA,24,349,1,51,2022-1,916,0,0,0,0,2010,Liberal People’s Party | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Christian Democrats,Sweden,10,10,2010-09-19,11520,Kd,50,277,3,5.600000000000001,0,NA,19,349,1,51,2022-1,479,0,0,0,0,2010,Christian Democrats | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Moderate Coalition Party,Sweden,10,10,2010-09-19,11620,MSP,60,277,3,30.06,0,NA,107,349,2,51,2022-1,1896,0,0,0,0,2010,Moderate Coalition Party | Sweden | 2010,0,0,0,0,0,0,0
2010-09-01,Sweden Democrats,Sweden,10,10,2010-09-19,11710,SD,70,277,3,5.7,0,NA,20,349,1,51,2022-1,204,0,0,0,7.353,2010,Sweden Democrats | Sweden | 2010,0,0,0,0.29412,0.29412,0.29412,1
2010-09-01,Centre Party,Sweden,10,10,2010-09-19,11810,CP,80,277,3,6.56,0,NA,23,349,1,51,2022-1,759,0,0,0,0,2010,Centre Party | Sweden | 2010,0,0,0,0,0,0,0
2014-09-01,Green Ecology Party,Sweden,10,10,2014-09-14,11110,MP,10,333,5,6.889,0,NA,25,349,1,121,2022-1,497,0,0.604,4.225,0,2014,Green Ecology Party | Sweden | 2014,0,0.012271683699384384,0.13777024162780838,0,0.15004192532719277,0.012271683699384384,1
2014-09-01,Left Party,Sweden,10,10,2014-09-14,11220,V,20,333,5,5.718,0,NA,21,349,1,121,2022-1,360,0,0,0.556,0,2014,Left Party | Sweden | 2014,0,0,0.01813023771480745,0,0.01813023771480745,0,0
2014-09-01,Social Democratic Labour Party,Sweden,10,10,2014-09-14,11320,SAP,30,333,5,31.015,0,NA,113,349,1,121,2022-1,541,0,0.185,2.957,0,2014,Social Democratic Labour Party | Sweden | 2014,0,0.003758711066864422,0.09642286496885902,0,0.10018157603572345,0.003758711066864422,1
